Folder name, Region name Russian, Region name English, Date, Infected, Recovered, Deceased
RU-MOW,Москва,Moscow,23.02.2022,2679100,2452895,40866
RU-MOW,Москва,Moscow,22.02.2022,2673436,2443899,40783
RU-MOW,Москва,Moscow,21.02.2022,2669186,2431079,40698
RU-MOW,Москва,Moscow,20.02.2022,2664189,2418457,40615
RU-MOW,Москва,Moscow,19.02.2022,2657801,2398976,40531
RU-MOW,Москва,Moscow,18.02.2022,2650927,2363212,40444
RU-MOW,Москва,Moscow,17.02.2022,2642619,2324231,40358
RU-MOW,Москва,Moscow,16.02.2022,2632914,2281792,40273
RU-MOW,Москва,Moscow,15.02.2022,2621652,2244013,40186
RU-MOW,Москва,Moscow,14.02.2022,2613492,2214046,40102
RU-MOW,Москва,Moscow,13.02.2022,2603876,2185131,40020
RU-MOW,Москва,Moscow,12.02.2022,2591380,2160558,39934
RU-MOW,Москва,Moscow,11.02.2022,2577044,2140512,39849
RU-MOW,Москва,Moscow,10.02.2022,2558503,2118897,39768
RU-MOW,Москва,Moscow,09.02.2022,2535756,2094533,39684
RU-MOW,Москва,Moscow,08.02.2022,2524235,2068597,39602
RU-MOW,Москва,Moscow,07.02.2022,2511333,2047924,39517
RU-MOW,Москва,Moscow,06.02.2022,2495891,2034827,39434
RU-MOW,Москва,Moscow,05.02.2022,2477035,2021805,39353
RU-MOW,Москва,Moscow,04.02.2022,2454591,2007965,39271
RU-MOW,Москва,Moscow,03.02.2022,2429572,1994160,39192
RU-MOW,Москва,Moscow,02.02.2022,2402668,1981801,39116
RU-MOW,Москва,Moscow,01.02.2022,2378884,1970326,39038
RU-MOW,Москва,Moscow,31.01.2022,2357351,1962382,38962
RU-MOW,Москва,Moscow,30.01.2022,2333934,1956577,38887
RU-MOW,Москва,Moscow,29.01.2022,2309904,1951552,38810
RU-MOW,Москва,Moscow,28.01.2022,2283416,1946142,38734
RU-MOW,Москва,Moscow,27.01.2022,2259422,1940819,38660
RU-MOW,Москва,Moscow,26.01.2022,2232836,1935354,38588
RU-MOW,Москва,Moscow,25.01.2022,2212980,1931016,38514
RU-MOW,Москва,Moscow,24.01.2022,2194045,1927017,38439
RU-SPE,Санкт-Петербург,Saint-Petersburg,23.02.2022,1402221,1174609,31502
RU-SPE,Санкт-Петербург,Saint-Petersburg,22.02.2022,1392427,1148975,31419
RU-SPE,Санкт-Петербург,Saint-Petersburg,21.02.2022,1385852,1127097,31338
RU-SPE,Санкт-Петербург,Saint-Petersburg,20.02.2022,1376809,1120169,31258
RU-SPE,Санкт-Петербург,Saint-Petersburg,19.02.2022,1360210,1111026,31176
RU-SPE,Санкт-Петербург,Saint-Petersburg,18.02.2022,1342168,1086588,31093
RU-SPE,Санкт-Петербург,Saint-Petersburg,17.02.2022,1325770,1057712,31015
RU-SPE,Санкт-Петербург,Saint-Petersburg,16.02.2022,1309175,1030441,30941
RU-SPE,Санкт-Петербург,Saint-Petersburg,15.02.2022,1292024,1005481,30866
RU-SPE,Санкт-Петербург,Saint-Petersburg,14.02.2022,1284933,983286,30793
RU-SPE,Санкт-Петербург,Saint-Petersburg,13.02.2022,1273549,975917,30723
RU-SPE,Санкт-Петербург,Saint-Petersburg,12.02.2022,1253413,965655,30651
RU-SPE,Санкт-Петербург,Saint-Petersburg,11.02.2022,1231724,949693,30582
RU-SPE,Санкт-Петербург,Saint-Petersburg,10.02.2022,1209654,929334,30516
RU-SPE,Санкт-Петербург,Saint-Petersburg,09.02.2022,1188010,914119,30458
RU-SPE,Санкт-Петербург,Saint-Petersburg,08.02.2022,1168366,902877,30398
RU-SPE,Санкт-Петербург,Saint-Petersburg,07.02.2022,1157352,893787,30331
RU-SPE,Санкт-Петербург,Saint-Petersburg,06.02.2022,1143980,890428,30267
RU-SPE,Санкт-Петербург,Saint-Petersburg,05.02.2022,1122532,884565,30200
RU-SPE,Санкт-Петербург,Saint-Petersburg,04.02.2022,1100752,878175,30135
RU-SPE,Санкт-Петербург,Saint-Petersburg,03.02.2022,1078920,871308,30078
RU-SPE,Санкт-Петербург,Saint-Petersburg,02.02.2022,1057686,865013,30022
RU-SPE,Санкт-Петербург,Saint-Petersburg,01.02.2022,1038452,860698,29959
RU-SPE,Санкт-Петербург,Saint-Petersburg,31.01.2022,1024833,856385,29901
RU-SPE,Санкт-Петербург,Saint-Petersburg,30.01.2022,1009031,854771,29841
RU-SPE,Санкт-Петербург,Saint-Petersburg,29.01.2022,991198,853434,29776
RU-SPE,Санкт-Петербург,Saint-Petersburg,28.01.2022,976259,850554,29713
RU-SPE,Санкт-Петербург,Saint-Petersburg,27.01.2022,962283,847273,29656
RU-SPE,Санкт-Петербург,Saint-Petersburg,26.01.2022,950475,844045,29592
RU-SPE,Санкт-Петербург,Saint-Petersburg,25.01.2022,939894,840927,29537
RU-SPE,Санкт-Петербург,Saint-Petersburg,24.01.2022,930172,838112,29479
RU-MOS,Московская область,Moscow oblast,23.02.2022,930088,796110,14099
RU-MOS,Московская область,Moscow oblast,22.02.2022,928168,787537,14074
RU-MOS,Московская область,Moscow oblast,21.02.2022,926108,778798,14051
RU-MOS,Московская область,Moscow oblast,20.02.2022,923202,773237,14020
RU-MOS,Московская область,Moscow oblast,19.02.2022,919015,767232,13986
RU-MOS,Московская область,Moscow oblast,18.02.2022,913827,759112,13959
RU-MOS,Московская область,Moscow oblast,17.02.2022,908666,749702,13933
RU-MOS,Московская область,Moscow oblast,16.02.2022,904601,741675,13902
RU-MOS,Московская область,Moscow oblast,15.02.2022,901102,731920,13872
RU-MOS,Московская область,Moscow oblast,14.02.2022,896840,724673,13840
RU-MOS,Московская область,Moscow oblast,13.02.2022,890442,716510,13804
RU-MOS,Московская область,Moscow oblast,12.02.2022,883093,708258,13770
RU-MOS,Московская область,Moscow oblast,11.02.2022,873947,697111,13739
RU-MOS,Московская область,Moscow oblast,10.02.2022,864980,688401,13701
RU-MOS,Московская область,Moscow oblast,09.02.2022,857369,680559,13665
RU-MOS,Московская область,Moscow oblast,08.02.2022,845413,674190,13630
RU-MOS,Московская область,Moscow oblast,07.02.2022,836927,664192,13592
RU-MOS,Московская область,Moscow oblast,06.02.2022,824697,657210,13553
RU-MOS,Московская область,Moscow oblast,05.02.2022,814254,650055,13513
RU-MOS,Московская область,Moscow oblast,04.02.2022,802553,643540,13469
RU-MOS,Московская область,Moscow oblast,03.02.2022,791298,637594,13435
RU-MOS,Московская область,Moscow oblast,02.02.2022,782577,633919,13399
RU-MOS,Московская область,Moscow oblast,01.02.2022,772389,629424,13362
RU-MOS,Московская область,Moscow oblast,31.01.2022,760914,626312,13325
RU-MOS,Московская область,Moscow oblast,30.01.2022,749444,624754,13292
RU-MOS,Московская область,Moscow oblast,29.01.2022,738010,622990,13256
RU-MOS,Московская область,Moscow oblast,28.01.2022,727285,621598,13221
RU-MOS,Московская область,Moscow oblast,27.01.2022,718674,620279,13183
RU-MOS,Московская область,Moscow oblast,26.01.2022,711492,619063,13149
RU-MOS,Московская область,Moscow oblast,25.01.2022,704783,618107,13118
RU-MOS,Московская область,Moscow oblast,24.01.2022,699014,616966,13078
RU-NIZ,Нижегородская область,Nijegorodsk oblast,23.02.2022,346947,274181,11018
RU-NIZ,Нижегородская область,Nijegorodsk oblast,22.02.2022,343606,268644,10999
RU-NIZ,Нижегородская область,Nijegorodsk oblast,21.02.2022,339622,263610,10979
RU-NIZ,Нижегородская область,Nijegorodsk oblast,20.02.2022,335321,259522,10959
RU-NIZ,Нижегородская область,Nijegorodsk oblast,19.02.2022,331769,255507,10940
RU-NIZ,Нижегородская область,Nijegorodsk oblast,18.02.2022,328197,252131,10893
RU-NIZ,Нижегородская область,Nijegorodsk oblast,17.02.2022,324305,249122,10867
RU-NIZ,Нижегородская область,Nijegorodsk oblast,16.02.2022,320054,246188,10830
RU-NIZ,Нижегородская область,Nijegorodsk oblast,15.02.2022,315172,243483,10810
RU-NIZ,Нижегородская область,Nijegorodsk oblast,14.02.2022,310180,242456,10793
RU-NIZ,Нижегородская область,Nijegorodsk oblast,13.02.2022,305360,241326,10780
RU-NIZ,Нижегородская область,Nijegorodsk oblast,12.02.2022,300777,240149,10766
RU-NIZ,Нижегородская область,Nijegorodsk oblast,11.02.2022,296446,238354,10740
RU-NIZ,Нижегородская область,Nijegorodsk oblast,10.02.2022,291764,236830,10717
RU-NIZ,Нижегородская область,Nijegorodsk oblast,09.02.2022,286644,235420,10696
RU-NIZ,Нижегородская область,Nijegorodsk oblast,08.02.2022,280900,233919,10679
RU-NIZ,Нижегородская область,Nijegorodsk oblast,07.02.2022,275650,233340,10660
RU-NIZ,Нижегородская область,Nijegorodsk oblast,06.02.2022,271313,232645,10645
RU-NIZ,Нижегородская область,Nijegorodsk oblast,05.02.2022,267189,231121,10614
RU-NIZ,Нижегородская область,Nijegorodsk oblast,04.02.2022,263468,230089,10587
RU-NIZ,Нижегородская область,Nijegorodsk oblast,03.02.2022,260010,229041,10561
RU-NIZ,Нижегородская область,Nijegorodsk oblast,02.02.2022,257030,228463,10541
RU-NIZ,Нижегородская область,Nijegorodsk oblast,01.02.2022,254231,228173,10520
RU-NIZ,Нижегородская область,Nijegorodsk oblast,31.01.2022,253084,227878,10503
RU-NIZ,Нижегородская область,Nijegorodsk oblast,30.01.2022,251859,227181,10489
RU-NIZ,Нижегородская область,Nijegorodsk oblast,29.01.2022,250367,226476,10473
RU-NIZ,Нижегородская область,Nijegorodsk oblast,28.01.2022,248556,225764,10458
RU-NIZ,Нижегородская область,Nijegorodsk oblast,27.01.2022,246961,225175,10441
RU-NIZ,Нижегородская область,Nijegorodsk oblast,26.01.2022,245516,225042,10421
RU-NIZ,Нижегородская область,Nijegorodsk oblast,25.01.2022,244005,224843,10400
RU-NIZ,Нижегородская область,Nijegorodsk oblast,24.01.2022,243364,224698,10378
RU-SAM,Самарская область,Samara oblast,23.02.2022,305092,254068,7021
RU-SAM,Самарская область,Samara oblast,22.02.2022,300936,249470,7003
RU-SAM,Самарская область,Samara oblast,21.02.2022,296769,244575,6984
RU-SAM,Самарская область,Samara oblast,20.02.2022,292619,240099,6971
RU-SAM,Самарская область,Samara oblast,19.02.2022,288630,235772,6959
RU-SAM,Самарская область,Samara oblast,18.02.2022,284691,230984,6946
RU-SAM,Самарская область,Samara oblast,17.02.2022,280863,227039,6932
RU-SAM,Самарская область,Samara oblast,16.02.2022,277328,224564,6921
RU-SAM,Самарская область,Samara oblast,15.02.2022,274113,222096,6903
RU-SAM,Самарская область,Samara oblast,14.02.2022,270920,219781,6887
RU-SAM,Самарская область,Samara oblast,13.02.2022,267687,217993,6873
RU-SAM,Самарская область,Samara oblast,12.02.2022,264538,216221,6859
RU-SAM,Самарская область,Samara oblast,11.02.2022,261003,214465,6843
RU-SAM,Самарская область,Samara oblast,10.02.2022,257402,212730,6827
RU-SAM,Самарская область,Samara oblast,09.02.2022,254023,210993,6812
RU-SAM,Самарская область,Samara oblast,08.02.2022,250441,209265,6798
RU-SAM,Самарская область,Samara oblast,07.02.2022,246626,207554,6785
RU-SAM,Самарская область,Samara oblast,06.02.2022,242782,205809,6774
RU-SAM,Самарская область,Samara oblast,05.02.2022,238828,204117,6762
RU-SAM,Самарская область,Samara oblast,04.02.2022,234854,202430,6747
RU-SAM,Самарская область,Samara oblast,03.02.2022,231082,200782,6734
RU-SAM,Самарская область,Samara oblast,02.02.2022,227390,199240,6719
RU-SAM,Самарская область,Samara oblast,01.02.2022,224468,197588,6705
RU-SAM,Самарская область,Samara oblast,31.01.2022,221750,196040,6693
RU-SAM,Самарская область,Samara oblast,30.01.2022,219272,194543,6684
RU-SAM,Самарская область,Samara oblast,29.01.2022,217117,193058,6675
RU-SAM,Самарская область,Samara oblast,28.01.2022,215124,191560,6665
RU-SAM,Самарская область,Samara oblast,27.01.2022,213298,190081,6653
RU-SAM,Самарская область,Samara oblast,26.01.2022,211731,188634,6638
RU-SAM,Самарская область,Samara oblast,25.01.2022,210526,187198,6626
RU-SAM,Самарская область,Samara oblast,24.01.2022,209376,185746,6617
RU-SVE,Свердловская область,Sverdlovsk oblast,23.02.2022,327773,212452,10221
RU-SVE,Свердловская область,Sverdlovsk oblast,22.02.2022,323712,211319,10212
RU-SVE,Свердловская область,Sverdlovsk oblast,21.02.2022,320045,210197,10204
RU-SVE,Свердловская область,Sverdlovsk oblast,20.02.2022,316495,209200,10197
RU-SVE,Свердловская область,Sverdlovsk oblast,19.02.2022,313304,208199,10188
RU-SVE,Свердловская область,Sverdlovsk oblast,18.02.2022,308628,207158,10178
RU-SVE,Свердловская область,Sverdlovsk oblast,17.02.2022,303609,206124,10170
RU-SVE,Свердловская область,Sverdlovsk oblast,16.02.2022,298598,205103,10163
RU-SVE,Свердловская область,Sverdlovsk oblast,15.02.2022,293601,204088,10154
RU-SVE,Свердловская область,Sverdlovsk oblast,14.02.2022,288757,203080,10147
RU-SVE,Свердловская область,Sverdlovsk oblast,13.02.2022,284165,202078,10137
RU-SVE,Свердловская область,Sverdlovsk oblast,12.02.2022,279269,201081,10128
RU-SVE,Свердловская область,Sverdlovsk oblast,11.02.2022,274313,200065,10117
RU-SVE,Свердловская область,Sverdlovsk oblast,10.02.2022,268517,199189,10107
RU-SVE,Свердловская область,Sverdlovsk oblast,09.02.2022,263007,198354,10096
RU-SVE,Свердловская область,Sverdlovsk oblast,08.02.2022,257103,197513,10084
RU-SVE,Свердловская область,Sverdlovsk oblast,07.02.2022,251858,196944,10070
RU-SVE,Свердловская область,Sverdlovsk oblast,06.02.2022,247062,196401,10061
RU-SVE,Свердловская область,Sverdlovsk oblast,05.02.2022,242937,195730,10050
RU-SVE,Свердловская область,Sverdlovsk oblast,04.02.2022,239202,195078,10038
RU-SVE,Свердловская область,Sverdlovsk oblast,03.02.2022,235726,194397,10028
RU-SVE,Свердловская область,Sverdlovsk oblast,02.02.2022,232283,193695,10017
RU-SVE,Свердловская область,Sverdlovsk oblast,01.02.2022,229249,192984,10005
RU-SVE,Свердловская область,Sverdlovsk oblast,31.01.2022,226424,192299,9990
RU-SVE,Свердловская область,Sverdlovsk oblast,30.01.2022,223686,191650,9981
RU-SVE,Свердловская область,Sverdlovsk oblast,29.01.2022,220974,190999,9971
RU-SVE,Свердловская область,Sverdlovsk oblast,28.01.2022,218412,190081,9957
RU-SVE,Свердловская область,Sverdlovsk oblast,27.01.2022,216068,189165,9945
RU-SVE,Свердловская область,Sverdlovsk oblast,26.01.2022,214172,188300,9934
RU-SVE,Свердловская область,Sverdlovsk oblast,25.01.2022,212808,187419,9926
RU-SVE,Свердловская область,Sverdlovsk oblast,24.01.2022,211712,186540,9906
RU-VOR,Воронежская область,Voronej oblast,23.02.2022,313880,226576,7515
RU-VOR,Воронежская область,Voronej oblast,22.02.2022,310443,224362,7501
RU-VOR,Воронежская область,Voronej oblast,21.02.2022,307437,222465,7481
RU-VOR,Воронежская область,Voronej oblast,20.02.2022,302355,221206,7468
RU-VOR,Воронежская область,Voronej oblast,19.02.2022,297263,219988,7456
RU-VOR,Воронежская область,Voronej oblast,18.02.2022,292163,218737,7450
RU-VOR,Воронежская область,Voronej oblast,17.02.2022,286382,217510,7445
RU-VOR,Воронежская область,Voronej oblast,16.02.2022,281287,216252,7440
RU-VOR,Воронежская область,Voronej oblast,15.02.2022,277067,214959,7433
RU-VOR,Воронежская область,Voronej oblast,14.02.2022,271920,213611,7420
RU-VOR,Воронежская область,Voronej oblast,13.02.2022,266499,212290,7414
RU-VOR,Воронежская область,Voronej oblast,12.02.2022,261031,210913,7403
RU-VOR,Воронежская область,Voronej oblast,11.02.2022,255528,209511,7393
RU-VOR,Воронежская область,Voronej oblast,10.02.2022,250217,208047,7381
RU-VOR,Воронежская область,Voronej oblast,09.02.2022,246852,206538,7372
RU-VOR,Воронежская область,Voronej oblast,08.02.2022,243564,205103,7363
RU-VOR,Воронежская область,Voronej oblast,07.02.2022,239561,203751,7358
RU-VOR,Воронежская область,Voronej oblast,06.02.2022,235097,202536,7355
RU-VOR,Воронежская область,Voronej oblast,05.02.2022,230206,201310,7350
RU-VOR,Воронежская область,Voronej oblast,04.02.2022,225561,199928,7339
RU-VOR,Воронежская область,Voronej oblast,03.02.2022,221640,198533,7323
RU-VOR,Воронежская область,Voronej oblast,02.02.2022,218635,196882,7314
RU-VOR,Воронежская область,Voronej oblast,01.02.2022,216118,195456,7309
RU-VOR,Воронежская область,Voronej oblast,31.01.2022,213852,194168,7303
RU-VOR,Воронежская область,Voronej oblast,30.01.2022,211751,193166,7294
RU-VOR,Воронежская область,Voronej oblast,29.01.2022,209658,192245,7284
RU-VOR,Воронежская область,Voronej oblast,28.01.2022,207557,191247,7266
RU-VOR,Воронежская область,Voronej oblast,27.01.2022,205703,190032,7244
RU-VOR,Воронежская область,Voronej oblast,26.01.2022,204548,188560,7238
RU-VOR,Воронежская область,Voronej oblast,25.01.2022,203675,186867,7224
RU-VOR,Воронежская область,Voronej oblast,24.01.2022,202836,185196,7212
RU-ROS,Ростовская область,Rostov oblast,23.02.2022,304892,246647,10272
RU-ROS,Ростовская область,Rostov oblast,22.02.2022,300997,239754,10254
RU-ROS,Ростовская область,Rostov oblast,21.02.2022,297167,235733,10241
RU-ROS,Ростовская область,Rostov oblast,20.02.2022,293190,232076,10235
RU-ROS,Ростовская область,Rostov oblast,19.02.2022,288629,228073,10230
RU-ROS,Ростовская область,Rostov oblast,18.02.2022,284000,221761,10221
RU-ROS,Ростовская область,Rostov oblast,17.02.2022,279472,215744,10201
RU-ROS,Ростовская область,Rostov oblast,16.02.2022,275103,209813,10192
RU-ROS,Ростовская область,Rostov oblast,15.02.2022,270879,203695,10180
RU-ROS,Ростовская область,Rostov oblast,14.02.2022,266838,199580,10170
RU-ROS,Ростовская область,Rostov oblast,13.02.2022,262876,197779,10164
RU-ROS,Ростовская область,Rostov oblast,12.02.2022,258402,196773,10154
RU-ROS,Ростовская область,Rostov oblast,11.02.2022,253948,195663,10144
RU-ROS,Ростовская область,Rostov oblast,10.02.2022,249480,194495,10130
RU-ROS,Ростовская область,Rostov oblast,09.02.2022,245413,193246,10116
RU-ROS,Ростовская область,Rostov oblast,08.02.2022,241842,192044,10104
RU-ROS,Ростовская область,Rostov oblast,07.02.2022,238530,191193,10088
RU-ROS,Ростовская область,Rostov oblast,06.02.2022,235317,190369,10082
RU-ROS,Ростовская область,Rostov oblast,05.02.2022,231825,189562,10077
RU-ROS,Ростовская область,Rostov oblast,04.02.2022,228627,188750,10065
RU-ROS,Ростовская область,Rostov oblast,03.02.2022,225638,187956,10059
RU-ROS,Ростовская область,Rostov oblast,02.02.2022,222688,186934,10048
RU-ROS,Ростовская область,Rostov oblast,01.02.2022,219753,185931,10037
RU-ROS,Ростовская область,Rostov oblast,31.01.2022,216920,185373,10021
RU-ROS,Ростовская область,Rostov oblast,30.01.2022,214176,184872,10011
RU-ROS,Ростовская область,Rostov oblast,29.01.2022,211835,184432,10005
RU-ROS,Ростовская область,Rostov oblast,28.01.2022,209950,184038,9998
RU-ROS,Ростовская область,Rostov oblast,27.01.2022,208366,183707,9989
RU-ROS,Ростовская область,Rostov oblast,26.01.2022,207244,183410,9981
RU-ROS,Ростовская область,Rostov oblast,25.01.2022,206215,183151,9969
RU-ROS,Ростовская область,Rostov oblast,24.01.2022,205232,182966,9959
RU-KYA,Красноярский край,Krasnoyarsk krai,23.02.2022,318318,229059,9866
RU-KYA,Красноярский край,Krasnoyarsk krai,22.02.2022,312845,222907,9849
RU-KYA,Красноярский край,Krasnoyarsk krai,21.02.2022,307195,216855,9827
RU-KYA,Красноярский край,Krasnoyarsk krai,20.02.2022,301898,210705,9811
RU-KYA,Красноярский край,Krasnoyarsk krai,19.02.2022,295195,205489,9785
RU-KYA,Красноярский край,Krasnoyarsk krai,18.02.2022,287298,200387,9762
RU-KYA,Красноярский край,Krasnoyarsk krai,17.02.2022,279475,195758,9734
RU-KYA,Красноярский край,Krasnoyarsk krai,16.02.2022,271858,191232,9713
RU-KYA,Красноярский край,Krasnoyarsk krai,15.02.2022,264665,188106,9689
RU-KYA,Красноярский край,Krasnoyarsk krai,14.02.2022,257543,185570,9677
RU-KYA,Красноярский край,Krasnoyarsk krai,13.02.2022,252286,183645,9666
RU-KYA,Красноярский край,Krasnoyarsk krai,12.02.2022,245969,182196,9652
RU-KYA,Красноярский край,Krasnoyarsk krai,11.02.2022,237777,180757,9625
RU-KYA,Красноярский край,Krasnoyarsk krai,10.02.2022,230464,179328,9606
RU-KYA,Красноярский край,Krasnoyarsk krai,09.02.2022,223833,177928,9586
RU-KYA,Красноярский край,Krasnoyarsk krai,08.02.2022,218085,176503,9574
RU-KYA,Красноярский край,Krasnoyarsk krai,07.02.2022,213074,175203,9560
RU-KYA,Красноярский край,Krasnoyarsk krai,06.02.2022,208435,173834,9547
RU-KYA,Красноярский край,Krasnoyarsk krai,05.02.2022,204304,172924,9532
RU-KYA,Красноярский край,Krasnoyarsk krai,04.02.2022,200291,172015,9514
RU-KYA,Красноярский край,Krasnoyarsk krai,03.02.2022,196638,171115,9502
RU-KYA,Красноярский край,Krasnoyarsk krai,02.02.2022,193321,170190,9483
RU-KYA,Красноярский край,Krasnoyarsk krai,01.02.2022,190302,169375,9469
RU-KYA,Красноярский край,Krasnoyarsk krai,31.01.2022,187765,168673,9455
RU-KYA,Красноярский край,Krasnoyarsk krai,30.01.2022,186342,168072,9437
RU-KYA,Красноярский край,Krasnoyarsk krai,29.01.2022,184937,167543,9424
RU-KYA,Красноярский край,Krasnoyarsk krai,28.01.2022,183550,167052,9404
RU-KYA,Красноярский край,Krasnoyarsk krai,27.01.2022,182643,166563,9386
RU-KYA,Красноярский край,Krasnoyarsk krai,26.01.2022,181941,166075,9358
RU-KYA,Красноярский край,Krasnoyarsk krai,25.01.2022,181405,165593,9331
RU-KYA,Красноярский край,Krasnoyarsk krai,24.01.2022,180883,165172,9306
RU-PER,Пермский край,Perm krai,23.02.2022,297070,220541,8228
RU-PER,Пермский край,Perm krai,22.02.2022,292550,212654,8202
RU-PER,Пермский край,Perm krai,21.02.2022,287951,205268,8179
RU-PER,Пермский край,Perm krai,20.02.2022,282858,199748,8158
RU-PER,Пермский край,Perm krai,19.02.2022,277678,194222,8133
RU-PER,Пермский край,Perm krai,18.02.2022,272480,186693,8106
RU-PER,Пермский край,Perm krai,17.02.2022,267222,179915,8078
RU-PER,Пермский край,Perm krai,16.02.2022,261917,174581,8059
RU-PER,Пермский край,Perm krai,15.02.2022,256714,170760,8035
RU-PER,Пермский край,Perm krai,14.02.2022,251515,168193,8014
RU-PER,Пермский край,Perm krai,13.02.2022,245970,166995,7994
RU-PER,Пермский край,Perm krai,12.02.2022,240417,165794,7974
RU-PER,Пермский край,Perm krai,11.02.2022,234860,164457,7950
RU-PER,Пермский край,Perm krai,10.02.2022,229562,163425,7929
RU-PER,Пермский край,Perm krai,09.02.2022,224260,162529,7916
RU-PER,Пермский край,Perm krai,08.02.2022,219255,161796,7896
RU-PER,Пермский край,Perm krai,07.02.2022,214451,161208,7881
RU-PER,Пермский край,Perm krai,06.02.2022,209654,160795,7870
RU-PER,Пермский край,Perm krai,05.02.2022,205149,160355,7863
RU-PER,Пермский край,Perm krai,04.02.2022,200791,159882,7851
RU-PER,Пермский край,Perm krai,03.02.2022,196788,159440,7834
RU-PER,Пермский край,Perm krai,02.02.2022,192943,159014,7828
RU-PER,Пермский край,Perm krai,01.02.2022,189189,158601,7816
RU-PER,Пермский край,Perm krai,31.01.2022,185886,158258,7810
RU-PER,Пермский край,Perm krai,30.01.2022,182696,157958,7795
RU-PER,Пермский край,Perm krai,29.01.2022,179798,157677,7786
RU-PER,Пермский край,Perm krai,28.01.2022,177210,157392,7771
RU-PER,Пермский край,Perm krai,27.01.2022,175111,157097,7757
RU-PER,Пермский край,Perm krai,26.01.2022,173397,156806,7748
RU-PER,Пермский край,Perm krai,25.01.2022,172041,156505,7738
RU-PER,Пермский край,Perm krai,24.01.2022,170965,156215,7728
RU-IRK,Иркутская область,Irkutsk oblast,23.02.2022,230575,174421,7765
RU-IRK,Иркутская область,Irkutsk oblast,22.02.2022,228274,170093,7748
RU-IRK,Иркутская область,Irkutsk oblast,21.02.2022,226008,167067,7732
RU-IRK,Иркутская область,Irkutsk oblast,20.02.2022,223591,165865,7717
RU-IRK,Иркутская область,Irkutsk oblast,19.02.2022,220729,163511,7701
RU-IRK,Иркутская область,Irkutsk oblast,18.02.2022,217714,161816,7686
RU-IRK,Иркутская область,Irkutsk oblast,17.02.2022,214762,160382,7670
RU-IRK,Иркутская область,Irkutsk oblast,16.02.2022,211713,159687,7655
RU-IRK,Иркутская область,Irkutsk oblast,15.02.2022,208775,159006,7643
RU-IRK,Иркутская область,Irkutsk oblast,14.02.2022,205338,158278,7632
RU-IRK,Иркутская область,Irkutsk oblast,13.02.2022,202223,158080,7619
RU-IRK,Иркутская область,Irkutsk oblast,12.02.2022,198751,157718,7610
RU-IRK,Иркутская область,Irkutsk oblast,11.02.2022,195036,157119,7595
RU-IRK,Иркутская область,Irkutsk oblast,10.02.2022,191657,156488,7578
RU-IRK,Иркутская область,Irkutsk oblast,09.02.2022,188965,155674,7564
RU-IRK,Иркутская область,Irkutsk oblast,08.02.2022,186252,154950,7552
RU-IRK,Иркутская область,Irkutsk oblast,07.02.2022,183755,154259,7536
RU-IRK,Иркутская область,Irkutsk oblast,06.02.2022,181202,153933,7521
RU-IRK,Иркутская область,Irkutsk oblast,05.02.2022,178545,153454,7504
RU-IRK,Иркутская область,Irkutsk oblast,04.02.2022,176137,152957,7487
RU-IRK,Иркутская область,Irkutsk oblast,03.02.2022,173826,152665,7470
RU-IRK,Иркутская область,Irkutsk oblast,02.02.2022,172461,152350,7454
RU-IRK,Иркутская область,Irkutsk oblast,01.02.2022,171344,152054,7439
RU-IRK,Иркутская область,Irkutsk oblast,31.01.2022,170417,151745,7423
RU-IRK,Иркутская область,Irkutsk oblast,30.01.2022,169443,151673,7416
RU-IRK,Иркутская область,Irkutsk oblast,29.01.2022,168534,151477,7400
RU-IRK,Иркутская область,Irkutsk oblast,28.01.2022,167714,151236,7382
RU-IRK,Иркутская область,Irkutsk oblast,27.01.2022,167003,151020,7368
RU-IRK,Иркутская область,Irkutsk oblast,26.01.2022,166354,150782,7350
RU-IRK,Иркутская область,Irkutsk oblast,25.01.2022,165743,150455,7333
RU-IRK,Иркутская область,Irkutsk oblast,24.01.2022,165169,150109,7315
RU-CHE,Челябинская область,Chelyabinsk oblast,23.02.2022,264271,218939,6860
RU-CHE,Челябинская область,Chelyabinsk oblast,22.02.2022,260863,213853,6838
RU-CHE,Челябинская область,Chelyabinsk oblast,21.02.2022,257144,208868,6817
RU-CHE,Челябинская область,Chelyabinsk oblast,20.02.2022,253290,203889,6798
RU-CHE,Челябинская область,Chelyabinsk oblast,19.02.2022,249323,199397,6780
RU-CHE,Челябинская область,Chelyabinsk oblast,18.02.2022,245289,194973,6759
RU-CHE,Челябинская область,Chelyabinsk oblast,17.02.2022,241088,190577,6740
RU-CHE,Челябинская область,Chelyabinsk oblast,16.02.2022,236383,186195,6720
RU-CHE,Челябинская область,Chelyabinsk oblast,15.02.2022,231224,181309,6702
RU-CHE,Челябинская область,Chelyabinsk oblast,14.02.2022,226114,175971,6688
RU-CHE,Челябинская область,Chelyabinsk oblast,13.02.2022,221007,171292,6672
RU-CHE,Челябинская область,Chelyabinsk oblast,12.02.2022,216003,167317,6654
RU-CHE,Челябинская область,Chelyabinsk oblast,11.02.2022,211006,163902,6637
RU-CHE,Челябинская область,Chelyabinsk oblast,10.02.2022,206493,160520,6619
RU-CHE,Челябинская область,Chelyabinsk oblast,09.02.2022,202050,157256,6602
RU-CHE,Челябинская область,Chelyabinsk oblast,08.02.2022,197634,154053,6589
