Folder name, Region name Russian, Region name English, Date, Infected, Recovered, Deceased
RU-ULY,Ульяновская область,Ulyanovsk oblast,22.02.2022,157765,143509,4241
RU-ULY,Ульяновская область,Ulyanovsk oblast,21.02.2022,156365,141009,4234
RU-ULY,Ульяновская область,Ulyanovsk oblast,20.02.2022,154964,139739,4226
RU-ULY,Ульяновская область,Ulyanovsk oblast,19.02.2022,153566,138239,4211
RU-ULY,Ульяновская область,Ulyanovsk oblast,18.02.2022,152176,136738,4197
RU-ULY,Ульяновская область,Ulyanovsk oblast,17.02.2022,150781,135249,4184
RU-ULY,Ульяновская область,Ulyanovsk oblast,16.02.2022,149398,133740,4170
RU-ULY,Ульяновская область,Ulyanovsk oblast,15.02.2022,147957,132249,4159
RU-ULY,Ульяновская область,Ulyanovsk oblast,14.02.2022,146407,130740,4148
RU-ULY,Ульяновская область,Ulyanovsk oblast,13.02.2022,144697,129233,4138
RU-ULY,Ульяновская область,Ulyanovsk oblast,12.02.2022,142882,127729,4131
RU-ULY,Ульяновская область,Ulyanovsk oblast,11.02.2022,141043,126238,4127
RU-ULY,Ульяновская область,Ulyanovsk oblast,10.02.2022,139404,124723,4123
RU-ULY,Ульяновская область,Ulyanovsk oblast,09.02.2022,138086,123229,4116
RU-ULY,Ульяновская область,Ulyanovsk oblast,08.02.2022,136766,122510,4108
RU-ULY,Ульяновская область,Ulyanovsk oblast,07.02.2022,135379,121760,4106
RU-ULY,Ульяновская область,Ulyanovsk oblast,06.02.2022,134126,121526,4104
RU-ULY,Ульяновская область,Ulyanovsk oblast,05.02.2022,132881,121219,4099
RU-ULY,Ульяновская область,Ulyanovsk oblast,04.02.2022,131874,120472,4092
RU-ULY,Ульяновская область,Ulyanovsk oblast,03.02.2022,130967,120035,4086
RU-ULY,Ульяновская область,Ulyanovsk oblast,02.02.2022,130100,119221,4079
RU-ULY,Ульяновская область,Ulyanovsk oblast,01.02.2022,129304,118820,4072
RU-ULY,Ульяновская область,Ulyanovsk oblast,31.01.2022,128506,118472,4069
RU-ULY,Ульяновская область,Ulyanovsk oblast,30.01.2022,127710,118323,4065
RU-ULY,Ульяновская область,Ulyanovsk oblast,29.01.2022,126916,118220,4058
RU-ULY,Ульяновская область,Ulyanovsk oblast,28.01.2022,126126,117900,4055
RU-ULY,Ульяновская область,Ulyanovsk oblast,27.01.2022,125336,117635,4051
RU-ULY,Ульяновская область,Ulyanovsk oblast,26.01.2022,124623,117353,4045
RU-ULY,Ульяновская область,Ulyanovsk oblast,25.01.2022,124115,117078,4040
RU-ULY,Ульяновская область,Ulyanovsk oblast,24.01.2022,123722,116828,4032
RU-ALT,Алтайский край,Altai crai,23.02.2022,219290,177686,7832
RU-ALT,Алтайский край,Altai crai,22.02.2022,215797,172365,7809
RU-ALT,Алтайский край,Altai crai,21.02.2022,212263,165916,7786
RU-ALT,Алтайский край,Altai crai,20.02.2022,208363,153236,7766
RU-ALT,Алтайский край,Altai crai,19.02.2022,204250,142320,7746
RU-ALT,Алтайский край,Altai crai,18.02.2022,200075,136234,7726
RU-ALT,Алтайский край,Altai crai,17.02.2022,195829,128397,7704
RU-ALT,Алтайский край,Altai crai,16.02.2022,191515,126562,7684
RU-ALT,Алтайский край,Altai crai,15.02.2022,186958,124879,7663
RU-ALT,Алтайский край,Altai crai,14.02.2022,182492,123247,7641
RU-ALT,Алтайский край,Altai crai,13.02.2022,177675,122002,7625
RU-ALT,Алтайский край,Altai crai,12.02.2022,172918,120460,7606
RU-ALT,Алтайский край,Altai crai,11.02.2022,168241,118759,7586
RU-ALT,Алтайский край,Altai crai,10.02.2022,163625,117060,7564
RU-ALT,Алтайский край,Altai crai,09.02.2022,159187,115405,7543
RU-ALT,Алтайский край,Altai crai,08.02.2022,155089,113920,7524
RU-ALT,Алтайский край,Altai crai,07.02.2022,151327,112896,7508
RU-ALT,Алтайский край,Altai crai,06.02.2022,147674,112313,7489
RU-ALT,Алтайский край,Altai crai,05.02.2022,144214,111815,7468
RU-ALT,Алтайский край,Altai crai,04.02.2022,141091,111322,7446
RU-ALT,Алтайский край,Altai crai,03.02.2022,138389,110854,7423
RU-ALT,Алтайский край,Altai crai,02.02.2022,136096,110372,7397
RU-ALT,Алтайский край,Altai crai,01.02.2022,134245,110224,7373
RU-ALT,Алтайский край,Altai crai,31.01.2022,132806,110072,7348
RU-ALT,Алтайский край,Altai crai,30.01.2022,131517,110002,7324
RU-ALT,Алтайский край,Altai crai,29.01.2022,130410,109912,7298
RU-ALT,Алтайский край,Altai crai,28.01.2022,129603,109671,7273
RU-ALT,Алтайский край,Altai crai,27.01.2022,128975,109392,7250
RU-ALT,Алтайский край,Altai crai,26.01.2022,128428,109121,7225
RU-ALT,Алтайский край,Altai crai,25.01.2022,127921,108862,7199
RU-ALT,Алтайский край,Altai crai,24.01.2022,127446,108640,7175
RU-KDA,Краснодарский край,Krasnodar crai,23.02.2022,213667,162256,10331
RU-KDA,Краснодарский край,Krasnodar crai,22.02.2022,210350,156249,10316
RU-KDA,Краснодарский край,Krasnodar crai,21.02.2022,209025,151447,10304
RU-KDA,Краснодарский край,Krasnodar crai,20.02.2022,206978,145854,10290
RU-KDA,Краснодарский край,Krasnodar crai,19.02.2022,203541,141385,10279
RU-KDA,Краснодарский край,Krasnodar crai,18.02.2022,199047,135744,10265
RU-KDA,Краснодарский край,Krasnodar crai,17.02.2022,195880,130476,10252
RU-KDA,Краснодарский край,Krasnodar crai,16.02.2022,191554,123656,10235
RU-KDA,Краснодарский край,Krasnodar crai,15.02.2022,186571,119160,10224
RU-KDA,Краснодарский край,Krasnodar crai,14.02.2022,183499,116335,10210
RU-KDA,Краснодарский край,Krasnodar crai,13.02.2022,179945,115050,10198
RU-KDA,Краснодарский край,Krasnodar crai,12.02.2022,176093,114057,10189
RU-KDA,Краснодарский край,Krasnodar crai,11.02.2022,172726,112885,10178
RU-KDA,Краснодарский край,Krasnodar crai,10.02.2022,168955,111448,10164
RU-KDA,Краснодарский край,Krasnodar crai,09.02.2022,165455,110927,10154
RU-KDA,Краснодарский край,Krasnodar crai,08.02.2022,162434,110269,10141
RU-KDA,Краснодарский край,Krasnodar crai,07.02.2022,159527,109656,10129
RU-KDA,Краснодарский край,Krasnodar crai,06.02.2022,156664,109105,10118
RU-KDA,Краснодарский край,Krasnodar crai,05.02.2022,153828,108600,10108
RU-KDA,Краснодарский край,Krasnodar crai,04.02.2022,151176,108114,10099
RU-KDA,Краснодарский край,Krasnodar crai,03.02.2022,148264,107605,10089
RU-KDA,Краснодарский край,Krasnodar crai,02.02.2022,145385,107052,10078
RU-KDA,Краснодарский край,Krasnodar crai,01.02.2022,142584,106916,10065
RU-KDA,Краснодарский край,Krasnodar crai,31.01.2022,140188,106813,10056
RU-KDA,Краснодарский край,Krasnodar crai,30.01.2022,138252,106705,10046
RU-KDA,Краснодарский край,Krasnodar crai,29.01.2022,136752,106651,10042
RU-KDA,Краснодарский край,Krasnodar crai,28.01.2022,135643,106599,10036
RU-KDA,Краснодарский край,Krasnodar crai,27.01.2022,134594,106542,10029
RU-KDA,Краснодарский край,Krasnodar crai,26.01.2022,133574,106486,10023
RU-KDA,Краснодарский край,Krasnodar crai,25.01.2022,132612,106436,10018
RU-KDA,Краснодарский край,Krasnodar crai,24.01.2022,131677,106394,10011
RU-ORE,Оренбургская область,Orengburg oblast,23.02.2022,178575,137616,3696
RU-ORE,Оренбургская область,Orengburg oblast,22.02.2022,176573,134304,3689
RU-ORE,Оренбургская область,Orengburg oblast,21.02.2022,173910,131175,3683
RU-ORE,Оренбургская область,Orengburg oblast,20.02.2022,170857,128197,3677
RU-ORE,Оренбургская область,Orengburg oblast,19.02.2022,167649,125304,3675
RU-ORE,Оренбургская область,Orengburg oblast,18.02.2022,164429,122488,3667
RU-ORE,Оренбургская область,Orengburg oblast,17.02.2022,161200,119864,3662
RU-ORE,Оренбургская область,Orengburg oblast,16.02.2022,157968,117387,3655
RU-ORE,Оренбургская область,Orengburg oblast,15.02.2022,154715,115356,3650
RU-ORE,Оренбургская область,Orengburg oblast,14.02.2022,151407,113864,3642
RU-ORE,Оренбургская область,Orengburg oblast,13.02.2022,148111,112436,3636
RU-ORE,Оренбургская область,Orengburg oblast,12.02.2022,144818,111015,3631
RU-ORE,Оренбургская область,Orengburg oblast,11.02.2022,141573,109607,3625
RU-ORE,Оренбургская область,Orengburg oblast,10.02.2022,138428,108379,3621
RU-ORE,Оренбургская область,Orengburg oblast,09.02.2022,135553,107125,3618
RU-ORE,Оренбургская область,Orengburg oblast,08.02.2022,132902,105928,3616
RU-ORE,Оренбургская область,Orengburg oblast,07.02.2022,130425,105069,3614
RU-ORE,Оренбургская область,Orengburg oblast,06.02.2022,128282,104448,3611
RU-ORE,Оренбургская область,Orengburg oblast,05.02.2022,126142,103884,3610
RU-ORE,Оренбургская область,Orengburg oblast,04.02.2022,124077,103377,3605
RU-ORE,Оренбургская область,Orengburg oblast,03.02.2022,122234,102899,3603
RU-ORE,Оренбургская область,Orengburg oblast,02.02.2022,120558,102507,3599
RU-ORE,Оренбургская область,Orengburg oblast,01.02.2022,119159,102163,3597
RU-ORE,Оренбургская область,Orengburg oblast,31.01.2022,117885,101877,3592
RU-ORE,Оренбургская область,Orengburg oblast,30.01.2022,116666,101626,3591
RU-ORE,Оренбургская область,Orengburg oblast,29.01.2022,115575,101379,3587
RU-ORE,Оренбургская область,Orengburg oblast,28.01.2022,114630,101127,3582
RU-ORE,Оренбургская область,Orengburg oblast,27.01.2022,113801,100893,3579
RU-ORE,Оренбургская область,Orengburg oblast,26.01.2022,113083,100692,3577
RU-ORE,Оренбургская область,Orengburg oblast,25.01.2022,112459,100506,3575
RU-ORE,Оренбургская область,Orengburg oblast,24.01.2022,111872,100344,3572
RU-PNZ,Пензенская область,Penzensk oblast,23.02.2022,145093,101257,5151
RU-PNZ,Пензенская область,Penzensk oblast,22.02.2022,143330,100882,5139
RU-PNZ,Пензенская область,Penzensk oblast,21.02.2022,141532,100513,5124
RU-PNZ,Пензенская область,Penzensk oblast,20.02.2022,139689,100185,5108
RU-PNZ,Пензенская область,Penzensk oblast,19.02.2022,137778,99878,5091
RU-PNZ,Пензенская область,Penzensk oblast,18.02.2022,135825,99536,5077
RU-PNZ,Пензенская область,Penzensk oblast,17.02.2022,134031,99163,5060
RU-PNZ,Пензенская область,Penzensk oblast,16.02.2022,132272,98841,5045
RU-PNZ,Пензенская область,Penzensk oblast,15.02.2022,130535,98547,5033
RU-PNZ,Пензенская область,Penzensk oblast,14.02.2022,128830,98259,5024
RU-PNZ,Пензенская область,Penzensk oblast,13.02.2022,127050,98094,5012
RU-PNZ,Пензенская область,Penzensk oblast,12.02.2022,125220,97925,4999
RU-PNZ,Пензенская область,Penzensk oblast,11.02.2022,123364,97768,4986
RU-PNZ,Пензенская область,Penzensk oblast,10.02.2022,121456,97626,4974
RU-PNZ,Пензенская область,Penzensk oblast,09.02.2022,119419,97468,4962
RU-PNZ,Пензенская область,Penzensk oblast,08.02.2022,117269,97312,4952
RU-PNZ,Пензенская область,Penzensk oblast,07.02.2022,115352,97161,4941
RU-PNZ,Пензенская область,Penzensk oblast,06.02.2022,114108,97016,4931
RU-PNZ,Пензенская область,Penzensk oblast,05.02.2022,112922,96875,4920
RU-PNZ,Пензенская область,Penzensk oblast,04.02.2022,111909,96726,4913
RU-PNZ,Пензенская область,Penzensk oblast,03.02.2022,110928,96584,4903
RU-PNZ,Пензенская область,Penzensk oblast,02.02.2022,109906,96437,4898
RU-PNZ,Пензенская область,Penzensk oblast,01.02.2022,109028,96361,4891
RU-PNZ,Пензенская область,Penzensk oblast,31.01.2022,108343,96287,4882
RU-PNZ,Пензенская область,Penzensk oblast,30.01.2022,107908,96219,4876
RU-PNZ,Пензенская область,Penzensk oblast,29.01.2022,107496,96148,4867
RU-PNZ,Пензенская область,Penzensk oblast,28.01.2022,107116,96079,4858
RU-PNZ,Пензенская область,Penzensk oblast,27.01.2022,106871,96011,4853
RU-PNZ,Пензенская область,Penzensk oblast,26.01.2022,106633,95947,4850
RU-PNZ,Пензенская область,Penzensk oblast,25.01.2022,106413,95881,4844
RU-PNZ,Пензенская область,Penzensk oblast,24.01.2022,106198,95812,4838
RU-LEN,Ленинградская область,Leningrad oblast,23.02.2022,163485,114940,3289
RU-LEN,Ленинградская область,Leningrad oblast,22.02.2022,162551,114253,3284
RU-LEN,Ленинградская область,Leningrad oblast,21.02.2022,161275,113596,3279
RU-LEN,Ленинградская область,Leningrad oblast,20.02.2022,159152,112982,3271
RU-LEN,Ленинградская область,Leningrad oblast,19.02.2022,156914,112370,3265
RU-LEN,Ленинградская область,Leningrad oblast,18.02.2022,155028,111687,3263
RU-LEN,Ленинградская область,Leningrad oblast,17.02.2022,153145,111041,3255
RU-LEN,Ленинградская область,Leningrad oblast,16.02.2022,151151,110438,3248
RU-LEN,Ленинградская область,Leningrad oblast,15.02.2022,149320,109851,3243
RU-LEN,Ленинградская область,Leningrad oblast,14.02.2022,146944,109280,3235
RU-LEN,Ленинградская область,Leningrad oblast,13.02.2022,143967,108771,3229
RU-LEN,Ленинградская область,Leningrad oblast,12.02.2022,141234,108253,3226
RU-LEN,Ленинградская область,Leningrad oblast,11.02.2022,138868,107651,3223
RU-LEN,Ленинградская область,Leningrad oblast,10.02.2022,136575,107067,3216
RU-LEN,Ленинградская область,Leningrad oblast,09.02.2022,134458,106545,3210
RU-LEN,Ленинградская область,Leningrad oblast,08.02.2022,131692,106043,3205
RU-LEN,Ленинградская область,Leningrad oblast,07.02.2022,129478,105556,3197
RU-LEN,Ленинградская область,Leningrad oblast,06.02.2022,127155,105147,3193
RU-LEN,Ленинградская область,Leningrad oblast,05.02.2022,125058,104735,3186
RU-LEN,Ленинградская область,Leningrad oblast,04.02.2022,123189,104273,3181
RU-LEN,Ленинградская область,Leningrad oblast,03.02.2022,121486,103816,3179
RU-LEN,Ленинградская область,Leningrad oblast,02.02.2022,119865,103399,3175
RU-LEN,Ленинградская область,Leningrad oblast,01.02.2022,118569,102961,3169
RU-LEN,Ленинградская область,Leningrad oblast,31.01.2022,117318,102520,3164
RU-LEN,Ленинградская область,Leningrad oblast,30.01.2022,115999,102103,3155
RU-LEN,Ленинградская область,Leningrad oblast,29.01.2022,114374,101691,3149
RU-LEN,Ленинградская область,Leningrad oblast,28.01.2022,112856,101260,3142
RU-LEN,Ленинградская область,Leningrad oblast,27.01.2022,111829,100838,3137
RU-LEN,Ленинградская область,Leningrad oblast,26.01.2022,110917,100427,3129
RU-LEN,Ленинградская область,Leningrad oblast,25.01.2022,109934,100065,3123
RU-LEN,Ленинградская область,Leningrad oblast,24.01.2022,109125,99744,3117
RU-PRI,Приморский край,Primorsk crai,23.02.2022,143316,115052,1798
RU-PRI,Приморский край,Primorsk crai,22.02.2022,141746,113314,1795
RU-PRI,Приморский край,Primorsk crai,21.02.2022,140186,111597,1790
RU-PRI,Приморский край,Primorsk crai,20.02.2022,138634,109903,1786
RU-PRI,Приморский край,Primorsk crai,19.02.2022,137061,108264,1783
RU-PRI,Приморский край,Primorsk crai,18.02.2022,135470,106757,1781
RU-PRI,Приморский край,Primorsk crai,17.02.2022,133888,105346,1778
RU-PRI,Приморский край,Primorsk crai,16.02.2022,132336,104462,1776
RU-PRI,Приморский край,Primorsk crai,15.02.2022,130789,103803,1773
RU-PRI,Приморский край,Primorsk crai,14.02.2022,129267,103166,1770
RU-PRI,Приморский край,Primorsk crai,13.02.2022,127755,102555,1765
RU-PRI,Приморский край,Primorsk crai,12.02.2022,126238,101966,1761
RU-PRI,Приморский край,Primorsk crai,11.02.2022,124717,101398,1756
RU-PRI,Приморский край,Primorsk crai,10.02.2022,123199,100864,1752
RU-PRI,Приморский край,Primorsk crai,09.02.2022,121679,100348,1748
RU-PRI,Приморский край,Primorsk crai,08.02.2022,120162,99885,1742
RU-PRI,Приморский край,Primorsk crai,07.02.2022,118742,99438,1737
RU-PRI,Приморский край,Primorsk crai,06.02.2022,117364,99094,1733
RU-PRI,Приморский край,Primorsk crai,05.02.2022,116053,98838,1728
RU-PRI,Приморский край,Primorsk crai,04.02.2022,114963,98489,1724
RU-PRI,Приморский край,Primorsk crai,03.02.2022,114095,97976,1718
RU-PRI,Приморский край,Primorsk crai,02.02.2022,113400,97440,1715
RU-PRI,Приморский край,Primorsk crai,01.02.2022,112797,96896,1710
RU-PRI,Приморский край,Primorsk crai,31.01.2022,112296,96375,1704
RU-PRI,Приморский край,Primorsk crai,30.01.2022,111829,95347,1695
RU-PRI,Приморский край,Primorsk crai,29.01.2022,111378,95347,1695
RU-PRI,Приморский край,Primorsk crai,28.01.2022,110952,94868,1692
RU-PRI,Приморский край,Primorsk crai,27.01.2022,110529,94380,1688
RU-PRI,Приморский край,Primorsk crai,26.01.2022,110123,93915,1683
RU-PRI,Приморский край,Primorsk crai,25.01.2022,109722,93456,1677
RU-PRI,Приморский край,Primorsk crai,24.01.2022,109340,93055,1672
RU-VLG,Вологодская область,Vologodsk oblast,23.02.2022,154030,122756,3346
RU-VLG,Вологодская область,Vologodsk oblast,22.02.2022,152201,120852,3339
RU-VLG,Вологодская область,Vologodsk oblast,21.02.2022,150113,119699,3326
RU-VLG,Вологодская область,Vologodsk oblast,20.02.2022,147715,118079,3318
RU-VLG,Вологодская область,Vologodsk oblast,19.02.2022,145242,116531,3309
RU-VLG,Вологодская область,Vologodsk oblast,18.02.2022,142675,115213,3300
RU-VLG,Вологодская область,Vologodsk oblast,17.02.2022,140186,113640,3292
RU-VLG,Вологодская область,Vologodsk oblast,16.02.2022,137834,112043,3285
RU-VLG,Вологодская область,Vologodsk oblast,15.02.2022,135450,110523,3278
RU-VLG,Вологодская область,Vologodsk oblast,14.02.2022,132850,109454,3272
RU-VLG,Вологодская область,Vologodsk oblast,13.02.2022,130200,108325,3266
RU-VLG,Вологодская область,Vologodsk oblast,12.02.2022,127600,106528,3259
RU-VLG,Вологодская область,Vologodsk oblast,11.02.2022,125071,105216,3254
RU-VLG,Вологодская область,Vologodsk oblast,10.02.2022,122826,104034,3250
RU-VLG,Вологодская область,Vologodsk oblast,09.02.2022,120762,103173,3244
RU-VLG,Вологодская область,Vologodsk oblast,08.02.2022,118846,102188,3240
RU-VLG,Вологодская область,Vologodsk oblast,07.02.2022,116806,101590,3235
RU-VLG,Вологодская область,Vologodsk oblast,06.02.2022,114845,100906,3230
RU-VLG,Вологодская область,Vologodsk oblast,05.02.2022,113141,100256,3226
RU-VLG,Вологодская область,Vologodsk oblast,04.02.2022,111615,99633,3221
RU-VLG,Вологодская область,Vologodsk oblast,03.02.2022,110310,99035,3217
RU-VLG,Вологодская область,Vologodsk oblast,02.02.2022,109150,98655,3215
RU-VLG,Вологодская область,Vologodsk oblast,01.02.2022,108148,98220,3214
RU-VLG,Вологодская область,Vologodsk oblast,31.01.2022,107308,97900,3210
RU-VLG,Вологодская область,Vologodsk oblast,30.01.2022,106598,97608,3202
RU-VLG,Вологодская область,Vologodsk oblast,29.01.2022,105898,97338,3189
RU-VLG,Вологодская область,Vologodsk oblast,28.01.2022,105207,96982,3181
RU-VLG,Вологодская область,Vologodsk oblast,27.01.2022,104508,96704,3171
RU-VLG,Вологодская область,Vologodsk oblast,26.01.2022,104124,96317,3162
RU-VLG,Вологодская область,Vologodsk oblast,25.01.2022,103714,95991,3154
RU-VLG,Вологодская область,Vologodsk oblast,24.01.2022,103342,95649,3147
RU-TVE,Тверская область,Tver oblast,23.02.2022,140989,93432,2506
RU-TVE,Тверская область,Tver oblast,22.02.2022,139832,93388,2497
RU-TVE,Тверская область,Tver oblast,21.02.2022,138548,93328,2496
RU-TVE,Тверская область,Tver oblast,20.02.2022,137241,93259,2495
RU-TVE,Тверская область,Tver oblast,19.02.2022,135923,93213,2494
RU-TVE,Тверская область,Tver oblast,18.02.2022,134592,93156,2487
RU-TVE,Тверская область,Tver oblast,17.02.2022,133240,93112,2486
RU-TVE,Тверская область,Tver oblast,16.02.2022,131831,93038,2482
RU-TVE,Тверская область,Tver oblast,15.02.2022,130407,92963,2481
RU-TVE,Тверская область,Tver oblast,14.02.2022,128921,92876,2479
RU-TVE,Тверская область,Tver oblast,13.02.2022,127406,92828,2478
RU-TVE,Тверская область,Tver oblast,12.02.2022,125879,92784,2476
RU-TVE,Тверская область,Tver oblast,11.02.2022,124336,92730,2473
RU-TVE,Тверская область,Tver oblast,10.02.2022,122744,92679,2472
RU-TVE,Тверская область,Tver oblast,09.02.2022,121116,92630,2469
RU-TVE,Тверская область,Tver oblast,08.02.2022,119535,92577,2468
RU-TVE,Тверская область,Tver oblast,07.02.2022,117881,92514,2467
RU-TVE,Тверская область,Tver oblast,06.02.2022,116234,92449,2465
RU-TVE,Тверская область,Tver oblast,05.02.2022,114715,92388,2463
RU-TVE,Тверская область,Tver oblast,04.02.2022,113209,92333,2462
RU-TVE,Тверская область,Tver oblast,03.02.2022,111769,92285,2459
RU-TVE,Тверская область,Tver oblast,02.02.2022,110566,92240,2457
RU-TVE,Тверская область,Tver oblast,01.02.2022,109501,92186,2456
RU-TVE,Тверская область,Tver oblast,31.01.2022,108523,92158,2455
RU-TVE,Тверская область,Tver oblast,30.01.2022,107701,92158,2452
RU-TVE,Тверская область,Tver oblast,29.01.2022,106920,92137,2449
RU-TVE,Тверская область,Tver oblast,28.01.2022,106265,92111,2447
RU-TVE,Тверская область,Tver oblast,27.01.2022,105629,92086,2444
RU-TVE,Тверская область,Tver oblast,26.01.2022,105141,92073,2441
RU-TVE,Тверская область,Tver oblast,25.01.2022,104721,92062,2440
RU-TVE,Тверская область,Tver oblast,24.01.2022,104319,92050,2438
RU-KO,Республика Коми,Komi republic,23.02.2022,148467,122696,2867
RU-KO,Республика Коми,Komi republic,22.02.2022,146568,119995,2865
RU-KO,Республика Коми,Komi republic,21.02.2022,144747,117383,2857
RU-KO,Республика Коми,Komi republic,20.02.2022,142711,116635,2857
RU-KO,Республика Коми,Komi republic,19.02.2022,140579,115639,2849
RU-KO,Республика Коми,Komi republic,18.02.2022,138510,113374,2847
RU-KO,Республика Коми,Komi republic,17.02.2022,136356,110657,2843
RU-KO,Республика Коми,Komi republic,16.02.2022,134177,108335,2843
RU-KO,Республика Коми,Komi republic,15.02.2022,131903,105929,2834
RU-KO,Республика Коми,Komi republic,14.02.2022,130221,103933,2829
RU-KO,Республика Коми,Komi republic,13.02.2022,127794,103174,2828
RU-KO,Республика Коми,Komi republic,12.02.2022,125178,101398,2825
RU-KO,Республика Коми,Komi republic,11.02.2022,122627,99929,2817
RU-KO,Республика Коми,Komi republic,10.02.2022,120520,98895,2808
RU-KO,Республика Коми,Komi republic,09.02.2022,118353,98031,2801
RU-KO,Республика Коми,Komi republic,08.02.2022,116539,97349,2798
RU-KO,Республика Коми,Komi republic,07.02.2022,114894,96789,2796
RU-KO,Республика Коми,Komi republic,06.02.2022,113406,96527,2796
RU-KO,Республика Коми,Komi republic,05.02.2022,111923,96134,2793
RU-KO,Республика Коми,Komi republic,04.02.2022,109944,95648,2790
RU-KO,Республика Коми,Komi republic,03.02.2022,108369,95197,2788
RU-KO,Республика Коми,Komi republic,02.02.2022,107231,94886,2785
RU-KO,Республика Коми,Komi republic,01.02.2022,105957,94579,2775
RU-KO,Республика Коми,Komi republic,31.01.2022,104924,94255,2773
RU-KO,Республика Коми,Komi republic,30.01.2022,104033,94206,2773
RU-KO,Республика Коми,Komi republic,29.01.2022,103346,94073,2773
RU-KO,Республика Коми,Komi republic,28.01.2022,102591,93782,2772
RU-KO,Республика Коми,Komi republic,27.01.2022,101853,93554,2766
RU-KO,Республика Коми,Komi republic,26.01.2022,101230,92911,2763
RU-KO,Республика Коми,Komi republic,25.01.2022,100781,92262,2753
RU-KO,Республика Коми,Komi republic,24.01.2022,100507,91601,2753
RU-BRY,Брянская область,Bryansk oblast,23.02.2022,137325,113891,3431
RU-BRY,Брянская область,Bryansk oblast,22.02.2022,136085,112595,3421
RU-BRY,Брянская область,Bryansk oblast,21.02.2022,135286,112323,3410
RU-BRY,Брянская область,Bryansk oblast,20.02.2022,134076,111907,3401
RU-BRY,Брянская область,Bryansk oblast,19.02.2022,132775,110119,3392
RU-BRY,Брянская область,Bryansk oblast,18.02.2022,131319,109166,3382
RU-BRY,Брянская область,Bryansk oblast,17.02.2022,129717,108187,3374
RU-BRY,Брянская область,Bryansk oblast,16.02.2022,128031,107052,3365
RU-BRY,Брянская область,Bryansk oblast,15.02.2022,126334,105681,3356
RU-BRY,Брянская область,Bryansk oblast,14.02.2022,125314,105346,3350
RU-BRY,Брянская область,Bryansk oblast,13.02.2022,124206,104297,3343
RU-BRY,Брянская область,Bryansk oblast,12.02.2022,122456,103073,3336
RU-BRY,Брянская область,Bryansk oblast,11.02.2022,120766,102042,3330
RU-BRY,Брянская область,Bryansk oblast,10.02.2022,118999,101012,3324
RU-BRY,Брянская область,Bryansk oblast,09.02.2022,117237,99993,3317
RU-BRY,Брянская область,Bryansk oblast,08.02.2022,115595,99210,3310
RU-BRY,Брянская область,Bryansk oblast,07.02.2022,114395,99087,3304
RU-BRY,Брянская область,Bryansk oblast,06.02.2022,112987,98805,3299
RU-BRY,Брянская область,Bryansk oblast,05.02.2022,111379,98500,3293
RU-BRY,Брянская область,Bryansk oblast,04.02.2022,109934,98231,3287
RU-BRY,Брянская область,Bryansk oblast,03.02.2022,108265,97871,3281
RU-BRY,Брянская область,Bryansk oblast,02.02.2022,106728,97634,3275
RU-BRY,Брянская область,Bryansk oblast,01.02.2022,105477,97268,3261
RU-BRY,Брянская область,Bryansk oblast,31.01.2022,104377,97153,3249
RU-BRY,Брянская область,Bryansk oblast,30.01.2022,103447,97046,3234
RU-BRY,Брянская область,Bryansk oblast,29.01.2022,102723,96831,3223
RU-BRY,Брянская область,Bryansk oblast,28.01.2022,102127,96628,3210
RU-BRY,Брянская область,Bryansk oblast,27.01.2022,101640,96366,3198
RU-BRY,Брянская область,Bryansk oblast,26.01.2022,101242,96141,3184
RU-BRY,Брянская область,Bryansk oblast,25.01.2022,100911,95913,3172
RU-BRY,Брянская область,Bryansk oblast,24.01.2022,100631,95815,3159
RU-ZAB,Забайкальский край,Zabaikal crai,23.02.2022,135175,112730,2131
RU-ZAB,Забайкальский край,Zabaikal crai,22.02.2022,133638,112174,2126
RU-ZAB,Забайкальский край,Zabaikal crai,21.02.2022,131740,111717,2121
RU-ZAB,Забайкальский край,Zabaikal crai,20.02.2022,129581,111031,2116
RU-ZAB,Забайкальский край,Zabaikal crai,19.02.2022,127436,110325,2113
RU-ZAB,Забайкальский край,Zabaikal crai,18.02.2022,125463,108638,2109
RU-ZAB,Забайкальский край,Zabaikal crai,17.02.2022,123478,106733,2103
RU-ZAB,Забайкальский край,Zabaikal crai,16.02.2022,121843,105485,2099
RU-ZAB,Забайкальский край,Zabaikal crai,15.02.2022,120268,103991,2095
RU-ZAB,Забайкальский край,Zabaikal crai,14.02.2022,118615,102185,2092
RU-ZAB,Забайкальский край,Zabaikal crai,13.02.2022,116864,101716,2091
RU-ZAB,Забайкальский край,Zabaikal crai,12.02.2022,115066,101035,2085
RU-ZAB,Забайкальский край,Zabaikal crai,11.02.2022,113283,100074,2080
RU-ZAB,Забайкальский край,Zabaikal crai,10.02.2022,111638,99160,2075
RU-ZAB,Забайкальский край,Zabaikal crai,09.02.2022,110285,97981,2069
RU-ZAB,Забайкальский край,Zabaikal crai,08.02.2022,109056,96669,2065
RU-ZAB,Забайкальский край,Zabaikal crai,07.02.2022,107881,95654,2061
RU-ZAB,Забайкальский край,Zabaikal crai,06.02.2022,106678,95373,2056
RU-ZAB,Забайкальский край,Zabaikal crai,05.02.2022,105675,95022,2052
RU-ZAB,Забайкальский край,Zabaikal crai,04.02.2022,104678,94578,2048
